Problem,Number of Iterations,Termination Criterion,Makespan,Time (s),%Gap
Taillard Benchmark/ta86.txt,100,5,7103.0,39.515625,10.3%
Taillard Benchmark/ta86.txt,100,10,7152.0,38.46875,11.1%
Taillard Benchmark/ta86.txt,100,20,7073.0,35.625,9.9%
Taillard Benchmark/ta86.txt,250,5,7130.0,99.5,10.8%
Taillard Benchmark/ta86.txt,250,10,6993.0,88.171875,8.6%
Taillard Benchmark/ta86.txt,250,20,7053.0,84.625,9.6%
Taillard Benchmark/ta86.txt,500,5,7197.0,183.0,11.8%
Taillard Benchmark/ta86.txt,500,10,6992.0,174.234375,8.6%
Taillard Benchmark/ta86.txt,500,20,7012.0,169.265625,8.9%
Taillard Benchmark/ta86.txt,1000,5,7022.0,363.671875,9.1%
Taillard Benchmark/ta86.txt,1000,10,6952.0,347.484375,8.0%
Taillard Benchmark/ta86.txt,1000,20,6900.0,337.21875,7.2%
Taillard Benchmark/ta86.txt,2500,5,7099.0,902.5,10.3%
Taillard Benchmark/ta86.txt,2500,10,6942.0,868.265625,7.8%
Taillard Benchmark/ta86.txt,2500,20,6811.0,843.625,5.8%
Taillard Benchmark/ta87.txt,50,5,7248.0,17.9375,14.2%
Taillard Benchmark/ta87.txt,50,10,7147.0,17.15625,12.6%
Taillard Benchmark/ta87.txt,50,20,7124.0,16.578125,12.3%
Taillard Benchmark/ta87.txt,100,5,7036.0,36.265625,10.9%
Taillard Benchmark/ta87.txt,100,10,7078.0,34.859375,11.5%
Taillard Benchmark/ta87.txt,100,20,7054.0,33.78125,11.2%
Taillard Benchmark/ta87.txt,250,5,7104.0,90.0625,11.9%
Taillard Benchmark/ta87.txt,250,10,7092.0,86.21875,11.8%
Taillard Benchmark/ta87.txt,250,20,7027.0,84.5,10.7%
Taillard Benchmark/ta87.txt,500,5,7146.0,180.4375,12.6%
Taillard Benchmark/ta87.txt,500,10,6945.0,173.375,9.4%
Taillard Benchmark/ta87.txt,500,20,6898.0,168.328125,8.7%
Taillard Benchmark/ta87.txt,1000,5,7042.0,360.15625,11.0%
Taillard Benchmark/ta87.txt,1000,10,6949.0,345.296875,9.5%
Taillard Benchmark/ta87.txt,1000,20,6858.0,338.0625,8.1%
Taillard Benchmark/ta87.txt,2500,5,7119.0,922.859375,12.2%
Taillard Benchmark/ta87.txt,2500,10,6868.0,876.71875,8.2%
Taillard Benchmark/ta87.txt,2500,20,6864.0,854.28125,8.2%
Taillard Benchmark/ta88.txt,50,5,7355.0,17.6875,13.5%
Taillard Benchmark/ta88.txt,50,10,7225.0,16.96875,11.5%
Taillard Benchmark/ta88.txt,50,20,7208.0,16.453125,11.2%
Taillard Benchmark/ta88.txt,100,5,7296.0,38.0,12.6%
Taillard Benchmark/ta88.txt,100,10,7080.0,34.03125,9.2%
Taillard Benchmark/ta88.txt,100,20,7194.0,34.375,11.0%
Taillard Benchmark/ta88.txt,250,5,7280.0,88.765625,12.3%
Taillard Benchmark/ta88.txt,250,10,7144.0,84.71875,10.2%
Taillard Benchmark/ta88.txt,250,20,7138.0,84.34375,10.1%
Taillard Benchmark/ta88.txt,500,5,7187.0,184.859375,10.9%
Taillard Benchmark/ta88.txt,500,10,7080.0,180.765625,9.2%
Taillard Benchmark/ta88.txt,500,20,7067.0,167.703125,9.0%
Taillard Benchmark/ta88.txt,1000,5,7243.0,357.453125,11.8%
Taillard Benchmark/ta88.txt,1000,10,7029.0,344.671875,8.5%
Taillard Benchmark/ta88.txt,1000,20,6960.0,348.796875,7.4%
Taillard Benchmark/ta88.txt,2500,5,7306.0,920.828125,12.7%
Taillard Benchmark/ta88.txt,2500,10,7071.0,877.890625,9.1%
Taillard Benchmark/ta88.txt,2500,20,6882.0,942.78125,6.2%
Taillard Benchmark/ta89.txt,50,5,7177.0,18.6875,12.9%
Taillard Benchmark/ta89.txt,50,10,7068.0,17.0,11.2%
Taillard Benchmark/ta89.txt,50,20,7112.0,16.546875,11.9%
Taillard Benchmark/ta89.txt,100,5,7132.0,35.96875,12.2%
Taillard Benchmark/ta89.txt,100,10,7054.0,34.15625,10.9%
Taillard Benchmark/ta89.txt,100,20,7100.0,33.375,11.7%
Taillard Benchmark/ta89.txt,250,5,7088.0,96.125,11.5%
Taillard Benchmark/ta89.txt,250,10,6903.0,90.71875,8.6%
Taillard Benchmark/ta89.txt,250,20,6975.0,91.609375,9.7%
Taillard Benchmark/ta89.txt,500,5,7003.0,199.625,10.1%
Taillard Benchmark/ta89.txt,500,10,6927.0,189.84375,8.9%
Taillard Benchmark/ta89.txt,500,20,6900.0,179.359375,8.5%
Taillard Benchmark/ta89.txt,1000,5,7112.0,377.25,11.9%
Taillard Benchmark/ta89.txt,1000,10,6884.0,364.71875,8.3%
Taillard Benchmark/ta89.txt,1000,20,6756.0,355.703125,6.3%
Taillard Benchmark/ta89.txt,2500,5,7121.0,874.15625,12.0%
Taillard Benchmark/ta89.txt,2500,10,6872.0,822.71875,8.1%
Taillard Benchmark/ta89.txt,2500,20,6757.0,808.734375,6.3%
Taillard Benchmark/ta90.txt,50,5,7205.0,15.96875,11.4%
Taillard Benchmark/ta90.txt,50,10,7202.0,15.53125,11.4%
Taillard Benchmark/ta90.txt,50,20,7162.0,14.734375,10.8%
Taillard Benchmark/ta90.txt,100,5,7136.0,31.90625,10.4%
Taillard Benchmark/ta90.txt,100,10,7104.0,30.640625,9.9%
Taillard Benchmark/ta90.txt,100,20,6996.0,30.0625,8.2%
Taillard Benchmark/ta90.txt,250,5,7160.0,80.640625,10.8%
Taillard Benchmark/ta90.txt,250,10,6961.0,77.28125,7.7%
Taillard Benchmark/ta90.txt,250,20,7049.0,74.921875,9.0%
Taillard Benchmark/ta90.txt,500,5,7087.0,158.828125,9.6%
Taillard Benchmark/ta90.txt,500,10,7019.0,153.453125,8.6%
Taillard Benchmark/ta90.txt,500,20,6966.0,141.625,7.7%
Taillard Benchmark/ta90.txt,1000,5,7094.0,318.03125,9.7%
Taillard Benchmark/ta90.txt,1000,10,6983.0,313.578125,8.0%
Taillard Benchmark/ta90.txt,1000,20,6850.0,283.546875,6.0%
Taillard Benchmark/ta90.txt,2500,5,7115.0,760.5625,10.1%
Taillard Benchmark/ta90.txt,2500,10,6951.0,726.890625,7.5%
Taillard Benchmark/ta90.txt,2500,20,6876.0,712.609375,6.4%
